Unnamed: 0,Date,User,Tweet,Location,ppt
932,2023-03-19 08:31:15+00:00,tangkulara,"Di bawah Prabowo Subianto, ada Gubernur Jawa Tengah Ganjar Pranowo dan di bawahnya lagi ada Anies Baswedan. 

""Meny… https://t.co/tyjF2Dtce4",,"['di', 'bawah', 'prabowo', 'subianto', 'gubernur', 'jawa', 'tengah', 'ganjar', 'pranowo', 'bawah', 'anies', 'baswedan', 'meny', 'https', 't', 'co', 'tyjf2dtce4']"
933,2023-03-19 08:31:01+00:00,tangkulara,"""Pada pertanyaan elektabilitas survei menemukan bahwa Prabowo semakin meningkat elektabilitasnya. Ada 33,4% publik… https://t.co/hysWWRLQVP",,"['pada', 'tanya', 'elektabilitas', 'survei', 'temu', 'prabowo', 'makin', 'tingkat', 'elektabilitasnya', 'ada', '33', '4', 'publik', 'https', 't', 'co', 'hyswwrlqvp']"
934,2023-03-19 08:30:53+00:00,detektifcanon94,"@Paltiwest Ganjar - Prabowo langsung auto menang, anies minggir dlu cuma buat pelengkap aja 😁😁",,"['paltiwest', 'ganjar', '-', 'prabowo', 'langsung', 'auto', 'menang', 'anies', 'minggir', 'dlu', 'cuma', 'buat', 'lengkap', 'aja']"
935,2023-03-19 08:30:52+00:00,khojan_x_x,"@alisyarief Klo @prabowo mau ambil ganjar bukan puan jadi cawapresnya,tumbang itu PDIP",,"['alisyarief', 'klo', 'prabowo', 'mau', 'ambil', 'ganjar', 'bukan', 'puan', 'jadi', 'cawapresnya', 'tumbang', 'pdip']"
936,2023-03-19 08:30:46+00:00,tangkulara,"Di dalam rilisnya, Indra menyebut bahwa dari sekian tokoh nasional yang masuk ke dalam radar, Prabowo Subianto masi… https://t.co/64vHemgVBp",,"['di', 'rilis', 'indra', 'sebut', 'sekian', 'tokoh', 'nasional', 'masuk', 'radar', 'prabowo', 'subianto', 'mas', 'https', 't', 'co', '64vhemgvbp']"
937,2023-03-19 08:30:24+00:00,ArmiSatria8,"@alisyarief Jadi ingat Prabowo ramai di medsos dan kampanye,tp kalah di bilik suara..","Kota Batam, Kepulauan Riau","['alisyarief', 'jadi', 'ingat', 'prabowo', 'ramai', 'medsos', 'kampanye', 'tp', 'kalah', 'bilik', 'suara']"
938,2023-03-19 08:30:09+00:00,iniakul90403851,"Security” dari iNews Indonesia Awards 2022, Rabu (26/10).
#PrestasiPrabowo
#BangkitBersama 
 
Prabowo Subianto",,"['security', 'inews', 'indonesia', 'awards', '2022', 'rabu', '26', '10', 'prestasiprabowo', 'bangkitbersama', 'prabowo', 'subianto']"
939,2023-03-19 08:30:08+00:00,iniakul90403851,"menerima penghargaan “Outstanding Leader in National Defense 
#PrestasiPrabowo
#BangkitBersama 
 
Prabowo Subianto",,"['terima', 'harga', 'outstanding', 'leader', 'in', 'national', 'defense', 'prestasiprabowo', 'bangkitbersama', 'prabowo', 'subianto']"
940,2023-03-19 08:30:07+00:00,iniakul90403851,"Menteri Pertahanan Republik Indonesia Prabowo Subianto 
#PrestasiPrabowo
#BangkitBersama 
 
Prabowo Subianto",,"['menteri', 'tahan', 'republik', 'indonesia', 'prabowo', 'subianto', 'prestasiprabowo', 'bangkitbersama', 'prabowo', 'subianto']"
941,2023-03-19 08:30:06+00:00,iniakul90403851,"Menhan Prabowo Terima Penghargaan Outstanding Leader in National Defense &amp; Security di Ajang Indonesia Awards
.… https://t.co/Xf1vXDBt03",,"['menhan', 'prabowo', 'terima', 'harga', 'outstanding', 'leader', 'in', 'national', 'defense', 'amp', 'security', 'ajang', 'indonesia', 'awards', 'https', 't', 'co', 'xf1vxdbt03']"
942,2023-03-19 08:30:06+00:00,iniakul90403851,"Demikian 5 prestasi gemilang Prabowo Subianto saat masih aktif sebagai anggota militer.
#PrestasiPrabowo
#BangkitBersama 
 
Prabowo Subianto",,"['demikian', '5', 'prestasi', 'gemilang', 'prabowo', 'subianto', 'aktif', 'anggota', 'militer', 'prestasiprabowo', 'bangkitbersama', 'prabowo', 'subianto']"
943,2023-03-19 08:30:04+00:00,iniakul90403851,"menduduki posisi sebagai Kepala Staf Brigade Infanteri Lintas Udara 17 Konstrad.
#PrestasiPrabowo
#BangkitBersama 
 
Prabowo Subianto",,"['duduk', 'posisi', 'kepala', 'staf', 'brigade', 'infanteri', 'lintas', 'udara', '17', 'konstrad', 'prestasiprabowo', 'bangkitbersama', 'prabowo', 'subianto']"
